,away_team,away_team_errors,away_team_hits,away_team_runs,date,hits_against,runs_against,away_team_win,home,season_hits_for,season_hits_against,season_runs_for,season_runs_against,season_errors,season_wins
1332,Baltimore Orioles,0,7,4,7/15/16,9,3,1,0,385,367,196,203,23,18
1333,Miami Marlins,0,13,7,7/15/16,10,6,1,0,474,394,204,204,27,23
1334,Houston Astros,0,11,7,7/15/16,8,3,1,0,364,396,196,203,23,20
1335,San Francisco Giants,1,5,1,7/15/16,7,4,0,0,397,344,217,172,29,28
1336,New York Mets,1,9,5,7/15/16,5,3,1,0,352,369,158,149,21,21
1337,Toronto Blue Jays,0,7,7,7/15/16,12,8,0,0,358,353,210,173,18,24
1338,Boston Red Sox,0,8,5,7/15/16,4,3,1,0,372,308,198,184,20,19
1339,Cleveland Indians,0,8,5,7/15/16,4,2,1,0,382,359,195,175,27,26
1340,Kansas City Royals,2,5,2,7/15/16,8,4,0,0,405,370,146,201,22,16
1341,Milwaukee Brewers,1,9,4,7/15/16,9,5,0,0,342,391,153,210,35,15
1342,Texas Rangers,2,5,0,7/15/16,7,6,0,0,411,394,211,205,24,25
1343,Colorado Rockies,0,10,11,7/15/16,9,2,1,0,378,368,188,185,22,20
1344,Los Angeles Dodgers,0,18,13,7/15/16,12,7,1,0,372,310,195,181,28,21
1345,Chicago White Sox,2,5,0,7/15/16,9,7,0,0,367,368,180,180,21,21
1346,Pittsburgh Pirates,1,6,0,7/16/16,10,6,0,0,411,422,209,216,18,22
1347,Baltimore Orioles,0,7,2,7/16/16,4,1,1,0,392,376,200,206,23,19
1348,Miami Marlins,0,3,0,7/16/16,8,5,0,0,487,404,211,210,27,24
1349,Houston Astros,0,4,0,7/16/16,5,1,0,0,375,404,203,206,23,21
1350,San Francisco Giants,2,14,6,7/16/16,10,7,0,0,402,351,218,176,30,28
1351,New York Mets,1,6,2,7/16/16,10,4,0,0,361,374,163,152,22,22
1352,Toronto Blue Jays,0,7,4,7/16/16,6,5,0,0,365,365,217,181,18,24
1353,Boston Red Sox,0,10,5,7/16/16,5,2,1,0,380,312,203,187,20,20
1354,Cleveland Indians,3,9,4,7/16/16,10,5,0,0,390,363,200,177,27,27
1355,Kansas City Royals,0,11,8,7/16/16,7,4,1,0,410,378,148,205,24,16
1356,Milwaukee Brewers,0,12,9,7/16/16,9,1,1,0,351,400,157,215,36,15
1357,Texas Rangers,1,3,1,7/16/16,4,3,0,0,416,401,211,211,26,25
1358,Colorado Rockies,0,8,4,7/16/16,7,3,1,0,388,377,199,187,22,21
1359,Los Angeles Dodgers,0,10,1,7/16/16,8,2,0,0,390,322,208,188,28,22
1360,Chicago White Sox,1,6,0,7/16/16,2,1,0,0,372,377,180,187,23,21
1361,Pittsburgh Pirates,0,12,2,7/17/16,8,1,1,0,417,432,209,222,19,22
1362,Baltimore Orioles,0,8,2,7/17/16,6,5,0,0,399,380,202,207,23,20
1363,Miami Marlins,1,13,6,7/17/16,4,3,1,0,490,412,211,215,27,24
1364,Houston Astros,0,11,8,7/17/16,7,1,1,0,379,409,203,207,23,21
1365,San Francisco Giants,1,2,3,7/17/16,10,5,0,0,416,361,224,183,32,28
1366,New York Mets,0,8,5,7/17/16,1,0,1,0,367,384,165,156,23,22
1367,Toronto Blue Jays,0,10,5,7/17/16,8,3,1,0,372,371,221,186,18,24
1368,Boston Red Sox,1,3,1,7/17/16,11,3,0,0,390,317,208,189,20,21
1369,Cleveland Indians,0,13,6,7/17/16,6,1,1,0,399,373,204,182,30,27
1370,Kansas City Royals,1,6,2,7/17/16,11,4,0,0,421,385,156,209,24,17
1371,Milwaukee Brewers,0,4,0,7/17/16,4,1,0,0,363,409,166,216,36,16
1372,Texas Rangers,1,6,4,7/17/16,4,1,1,0,419,405,212,214,27,25
1373,Colorado Rockies,0,4,0,7/17/16,7,1,0,0,396,384,203,190,22,22
1374,Los Angeles Dodgers,0,11,5,7/17/16,9,6,0,0,400,330,209,190,28,22
1375,Chicago White Sox,0,7,1,7/17/16,10,8,0,0,378,379,180,188,24,21
1376,San Diego Padres,1,7,2,7/18/16,13,10,0,0,374,362,208,198,35,18
1377,Chicago White Sox,0,11,3,7/18/16,4,4,0,0,385,389,181,196,24,21
1378,Miami Marlins,0,6,3,7/18/16,4,2,1,0,503,416,217,218,28,25
1379,Houston Astros,0,10,4,7/18/16,11,7,0,0,390,416,211,208,23,22
1380,Baltimore Orioles,0,5,1,7/18/16,7,2,0,0,407,386,204,212,23,20
1381,Cleveland Indians,0,7,3,7/18/16,10,7,0,0,412,379,210,183,30,28
1382,Minnesota Twins,0,3,0,7/18/16,3,1,0,0,360,396,189,217,27,13
1383,Tampa Bay Rays,1,6,4,7/18/16,12,7,0,0,361,405,183,209,26,16
1384,Atlanta Braves,1,9,2,7/18/16,12,8,0,0,336,355,141,181,22,18
1385,New York Mets,1,6,1,7/18/16,10,5,0,0,375,385,170,156,23,23
1386,Texas Rangers,1,8,5,7/18/16,9,9,0,0,425,409,216,215,28,26
1387,Cleveland Indians,0,12,7,7/19/16,8,3,1,0,419,389,213,190,30,28
1388,Los Angeles Dodgers,0,13,8,7/19/16,7,4,1,0,411,339,214,196,28,22
1389,Chicago White Sox,1,10,6,7/19/16,6,1,1,0,396,393,184,200,24,21
1390,Milwaukee Brewers,3,7,2,7/19/16,5,3,0,0,367,413,166,217,36,16
1391,Miami Marlins,1,7,2,7/19/16,5,1,1,0,509,420,220,220,28,26
1392,Houston Astros,1,10,3,7/19/16,11,4,0,0,400,427,215,215,23,22
1393,Baltimore Orioles,1,4,1,7/19/16,7,7,0,0,412,393,205,214,23,20
1394,Minnesota Twins,1,10,6,7/19/16,6,2,1,0,363,399,189,218,27,13
1395,Tampa Bay Rays,1,13,10,7/19/16,4,1,1,0,367,417,187,216,27,16
1396,Atlanta Braves,1,10,5,7/19/16,12,4,1,0,345,367,143,189,23,18
1397,New York Mets,1,8,2,7/19/16,9,1,1,0,381,395,171,161,24,23
1398,San Francisco Giants,1,5,0,7/19/16,4,4,0,0,418,371,227,188,33,28
1399,Toronto Blue Jays,0,8,5,7/19/16,6,1,1,0,382,379,226,189,18,25
1400,Texas Rangers,0,13,6,7/19/16,10,8,0,0,433,418,221,224,29,26
1401,Los Angeles Dodgers,0,4,1,7/20/16,9,8,0,0,424,346,222,200,28,23
1402,San Diego Padres,0,7,2,7/20/16,7,3,0,0,381,375,210,208,36,18
1403,San Diego Padres,0,4,2,7/20/16,9,4,0,0,388,382,212,211,36,18
1404,Chicago White Sox,0,10,5,7/20/16,9,6,0,0,406,399,190,201,25,22
1405,Milwaukee Brewers,1,12,9,7/20/16,11,5,1,0,374,418,168,220,39,16
1406,Miami Marlins,0,5,1,7/20/16,12,4,0,0,516,425,222,221,29,27
1407,Houston Astros,1,10,7,7/20/16,4,0,1,0,410,438,218,219,24,22
1408,Baltimore Orioles,0,5,0,7/20/16,6,5,0,0,416,400,206,221,24,20
1409,Cleveland Indians,0,10,11,7/20/16,7,4,1,0,431,397,220,193,30,29
1410,Minnesota Twins,0,4,4,7/20/16,9,1,1,0,373,405,195,220,28,14
1411,Tampa Bay Rays,1,16,11,7/20/16,8,3,1,0,380,421,197,217,28,17
1412,Atlanta Braves,0,9,3,7/20/16,12,6,0,0,355,379,148,193,24,19
1413,New York Mets,0,9,2,7/20/16,11,6,0,0,389,404,173,162,25,24
1414,San Francisco Giants,0,15,7,7/20/16,16,11,0,0,423,375,227,192,34,28
1415,Toronto Blue Jays,1,13,10,7/20/16,11,4,1,0,390,385,231,190,18,26
1416,Texas Rangers,1,10,4,7/20/16,12,7,0,0,446,428,227,232,29,26
1417,Los Angeles Dodgers,0,8,6,7/21/16,10,3,1,0,428,355,223,208,28,23
1418,San Diego Padres,0,10,5,7/21/16,10,6,0,0,392,391,214,215,36,18
1419,Milwaukee Brewers,1,5,3,7/21/16,11,5,0,0,386,429,177,225,40,17
1420,Miami Marlins,1,16,9,7/21/16,3,3,1,0,521,437,223,225,29,27
1421,Tampa Bay Rays,0,10,7,7/21/16,5,3,1,0,396,429,208,220,29,18
1422,Baltimore Orioles,0,9,4,7/21/16,5,1,1,0,421,406,206,226,24,20
1423,Atlanta Braves,0,7,3,7/21/16,8,7,0,0,364,391,151,199,24,19
1424,Detroit Tigers,0,7,2,7/21/16,8,1,1,0,452,469,224,246,27,23
1425,Minnesota Twins,1,5,2,7/21/16,17,13,0,0,377,414,199,221,28,15
1426,San Diego Padres,1,6,5,7/22/16,6,3,1,0,402,401,219,221,36,18
1427,Seattle Mariners,0,9,2,7/22/16,4,1,1,0,444,416,233,209,31,23
1428,Los Angeles Dodgers,1,14,3,7/22/16,8,4,0,0,436,365,229,211,28,24
1429,Philadelphia Phillies,0,11,4,7/22/16,3,0,1,0,412,423,196,228,30,21
1430,Tampa Bay Rays,1,7,0,7/22/16,10,1,0,0,406,434,215,223,29,19
1431,San Francisco Giants,4,9,2,7/22/16,8,3,0,0,438,391,234,203,34,28
1432,Chicago Cubs,1,8,5,7/22/16,4,2,1,0,459,356,267,193,34,27
1433,New York Mets,1,9,5,7/22/16,7,3,1,0,398,415,175,168,25,24
1434,Texas Rangers,2,5,1,7/22/16,8,3,0,0,456,440,231,239,30,26
1435,Los Angeles Angels of Anaheim,1,5,1,7/22/16,7,2,0,0,451,439,230,209,27,21
1436,Atlanta Braves,0,9,3,7/22/16,8,4,0,0,371,399,154,206,24,19
1437,Arizona Diamondbacks,0,5,2,7/22/16,8,6,0,0,408,376,188,185,36,23
1438,Detroit Tigers,1,11,7,7/22/16,8,5,1,0,459,477,226,247,27,24
1439,Minnesota Twins,1,10,2,7/22/16,4,1,1,0,382,431,201,234,29,15
1440,Cleveland Indians,0,8,1,7/22/16,10,5,0,0,441,404,231,197,30,30
1441,San Diego Padres,1,6,2,7/23/16,8,3,0,0,408,407,224,224,37,19
1442,Seattle Mariners,0,19,14,7/23/16,8,5,1,0,453,420,235,210,31,24
1443,Los Angeles Dodgers,1,13,7,7/23/16,6,2,1,0,450,373,232,215,29,24
1444,Philadelphia Phillies,0,12,4,7/23/16,8,7,0,0,423,426,200,228,30,22
1445,Tampa Bay Rays,1,9,3,7/23/16,8,4,0,0,413,444,215,224,30,19
1446,San Francisco Giants,2,9,2,7/23/16,9,1,1,0,447,399,236,206,38,28
1447,Chicago Cubs,1,6,1,7/23/16,8,6,0,0,467,360,272,195,35,28
1448,New York Mets,2,10,2,7/23/16,15,7,0,0,407,422,180,171,26,25
1449,Texas Rangers,3,8,7,7/23/16,9,4,1,0,461,448,232,242,32,26
1450,Los Angeles Angels of Anaheim,0,6,2,7/23/16,10,7,0,0,456,446,231,211,28,21
1451,Atlanta Braves,0,9,4,7/23/16,7,8,0,0,380,407,157,210,24,19
1452,Arizona Diamondbacks,1,4,1,7/23/16,10,6,0,0,413,384,190,191,36,23
1453,Detroit Tigers,1,8,3,7/23/16,7,4,0,0,470,485,233,252,28,25
1454,Minnesota Twins,1,19,11,7/23/16,15,9,1,0,392,435,203,235,30,16
1455,Cleveland Indians,0,7,2,7/23/16,10,5,0,0,449,414,232,202,30,30
1456,Atlanta Braves,1,5,2,7/24/16,11,7,0,0,389,414,161,218,24,19
1457,Arizona Diamondbacks,0,13,9,7/24/16,11,8,1,0,417,394,191,197,37,23
1458,Detroit Tigers,0,8,4,7/24/16,12,5,0,0,478,492,236,256,29,25
1459,Minnesota Twins,1,9,7,7/24/16,10,8,0,0,411,450,214,244,31,17
1460,Cleveland Indians,1,7,3,7/24/16,7,5,0,0,456,424,234,207,30,30
1461,San Diego Padres,1,12,10,7/24/16,9,6,1,0,414,415,226,227,38,19
1462,Seattle Mariners,0,1,0,7/24/16,4,2,0,0,472,428,249,215,31,25
1463,Los Angeles Dodgers,0,13,9,7/24/16,8,6,1,0,463,379,239,217,30,25
1464,Philadelphia Phillies,0,9,4,7/24/16,9,5,0,0,435,434,204,235,30,22
1465,Tampa Bay Rays,1,5,2,7/24/16,10,3,0,0,422,452,218,228,31,19
1466,San Francisco Giants,0,10,2,7/24/16,8,5,0,0,456,408,238,207,40,29
1467,Chicago Cubs,0,11,6,7/24/16,8,5,1,0,473,368,273,201,36,28
1468,New York Mets,0,6,3,7/24/16,5,0,1,0,417,437,182,178,28,25
1469,Texas Rangers,0,11,2,7/24/16,7,1,1,0,469,457,239,246,35,27
1470,Los Angeles Angels of Anaheim,1,11,3,7/24/16,15,13,0,0,462,456,233,218,28,21
1471,San Diego Padres,0,5,2,7/25/16,9,4,0,0,426,424,236,233,39,20
1472,Oakland Athletics,0,12,6,7/25/16,11,7,0,0,419,433,199,249,26,21
1473,Cincinnati Reds,0,9,7,7/25/16,7,5,1,0,382,430,192,288,33,14
1474,Arizona Diamondbacks,0,9,2,7/25/16,12,7,0,0,430,405,200,205,37,24
1475,Philadelphia Phillies,1,7,4,7/25/16,2,0,1,0,444,443,208,240,30,22
1476,Los Angeles Angels of Anaheim,1,9,6,7/25/16,5,2,1,0,473,471,236,231,29,21
1477,New York Yankees,1,7,2,7/25/16,6,1,1,0,409,403,187,220,30,21
1478,Chicago Cubs,0,12,4,7/25/16,8,5,0,0,484,376,279,206,36,29
1479,Detroit Tigers,0,8,4,7/25/16,10,2,1,0,486,504,240,261,29,25
1480,Colorado Rockies,3,6,2,7/25/16,6,3,0,0,400,391,203,191,22,22
1481,St. Louis Cardinals,1,8,3,7/26/16,7,2,1,0,411,350,257,173,34,27
1482,San Diego Padres,1,10,6,7/26/16,8,7,0,0,431,433,238,237,39,20
1483,Oakland Athletics,0,10,6,7/26/16,6,3,1,0,431,444,205,256,26,21
1484,Cincinnati Reds,2,11,7,7/26/16,13,9,0,0,391,437,199,293,33,15
1485,Seattle Mariners,0,11,7,7/26/16,12,4,1,0,473,432,249,217,31,25
1486,St. Louis Cardinals,1,4,1,7/26/16,6,3,0,0,419,357,260,175,35,28
1487,Atlanta Braves,0,7,2,7/26/16,5,0,1,0,394,425,163,225,25,19
1488,Arizona Diamondbacks,0,8,4,7/26/16,11,9,0,0,439,417,202,212,37,24
1489,Philadelphia Phillies,0,4,0,7/26/16,9,5,0,0,451,445,212,240,31,23
1490,Tampa Bay Rays,2,6,2,7/26/16,5,3,0,0,427,462,220,231,32,19
1491,Los Angeles Angels of Anaheim,0,22,13,7/26/16,3,0,1,0,482,476,242,233,30,22
1492,New York Yankees,0,13,6,7/26/16,6,3,1,0,416,409,189,221,31,22
1493,Washington Nationals,1,10,6,7/26/16,11,7,0,0,413,370,232,171,15,27
1494,Chicago Cubs,0,4,0,7/26/16,6,3,0,0,496,384,283,211,36,29
1495,Detroit Tigers,1,13,9,7/26/16,9,8,1,0,494,514,244,263,29,26
1496,Colorado Rockies,0,9,6,7/26/16,5,3,1,0,406,397,205,194,25,22
1497,San Diego Padres,0,6,8,7/27/16,6,4,1,0,441,441,244,244,40,20
1498,Oakland Athletics,0,9,6,7/27/16,13,4,1,0,441,450,211,259,26,22
1499,Cincinnati Reds,0,6,2,7/27/16,4,1,1,0,402,450,206,302,35,15
1500,Seattle Mariners,0,3,1,7/27/16,14,10,0,0,484,444,256,221,31,26
1501,St. Louis Cardinals,0,7,5,7/27/16,12,4,1,0,423,363,261,178,36,28
1502,Atlanta Braves,2,16,9,7/27/16,13,7,1,0,401,430,165,225,25,20
1503,Arizona Diamondbacks,1,11,8,7/27/16,5,1,1,0,447,428,206,221,37,24
1504,Philadelphia Phillies,1,10,1,7/27/16,16,11,0,0,455,454,212,245,31,23
1505,Tampa Bay Rays,1,8,3,7/27/16,5,1,1,0,433,467,222,234,34,19
1506,Los Angeles Angels of Anaheim,2,11,5,7/27/16,11,7,0,0,504,479,255,233,30,23
1507,New York Yankees,0,5,1,7/27/16,8,4,0,0,429,415,195,224,31,23
1508,Washington Nationals,1,6,4,7/27/16,6,1,1,0,423,381,238,178,16,27
1509,Chicago White Sox,0,5,1,7/27/16,6,8,0,0,416,408,195,207,25,22
1510,Detroit Tigers,1,11,4,7/27/16,7,3,1,0,507,523,253,271,30,27
1511,Colorado Rockies,0,5,3,7/27/16,6,1,1,0,415,402,211,197,25,23
1512,Kansas City Royals,0,6,2,7/28/16,4,3,0,0,427,396,158,213,25,17
1513,Washington Nationals,1,11,4,7/28/16,5,2,1,0,429,387,242,179,17,28
1514,Colorado Rockies,1,8,2,7/28/16,10,1,1,0,420,408,214,198,25,24
1515,Baltimore Orioles,0,11,2,7/28/16,12,6,0,0,430,411,210,227,24,21
1516,Arizona Diamondbacks,0,9,4,7/28/16,7,6,0,0,458,433,214,222,38,25
1517,St. Louis Cardinals,0,8,5,7/28/16,8,4,1,0,430,375,266,182,36,29
1518,Chicago White Sox,1,5,1,7/28/16,7,3,0,0,421,414,196,215,25,22
1519,Philadelphia Phillies,0,10,7,7/28/16,13,5,1,0,465,470,213,256,32,23
1520,Boston Red Sox,1,8,1,7/28/16,10,2,0,0,393,328,209,192,21,21
1521,Baltimore Orioles,1,7,5,7/29/16,7,6,0,0,441,423,212,233,24,21
1522,Kansas City Royals,1,7,3,7/29/16,12,8,0,0,433,400,160,216,25,17
1523,New York Yankees,1,10,1,7/29/16,7,5,0,0,434,423,196,228,31,23
1524,Washington Nationals,0,8,4,7/29/16,9,1,1,0,440,392,246,181,18,29
1525,Cincinnati Reds,0,11,6,7/29/16,6,0,1,0,408,454,208,303,35,16
1526,Colorado Rockies,0,13,6,7/29/16,6,1,1,0,428,418,216,199,26,25
1527,Chicago White Sox,1,6,1,7/29/16,8,2,0,0,426,421,197,218,26,22
1528,Pittsburgh Pirates,0,4,1,7/29/16,8,3,0,0,429,440,211,223,19,23
1529,St. Louis Cardinals,0,14,11,7/29/16,9,6,1,0,438,383,271,186,36,30
1530,Arizona Diamondbacks,1,9,7,7/29/16,10,9,0,0,467,440,218,228,38,25
1531,Houston Astros,0,7,6,7/29/16,16,14,0,0,420,442,225,219,25,23
1532,Oakland Athletics,1,7,3,7/29/16,8,5,0,0,450,463,217,263,26,23
1533,Seattle Mariners,0,8,1,7/29/16,14,12,0,0,487,458,257,231,31,26
1534,Philadelphia Phillies,1,5,1,7/29/16,9,2,0,0,475,483,220,261,32,24
1535,Boston Red Sox,0,7,6,7/29/16,5,2,1,0,401,338,210,194,22,21
1536,Washington Nationals,0,8,3,7/30/16,8,5,0,0,448,401,250,182,18,30
1537,Cincinnati Reds,1,5,1,7/30/16,6,2,0,0,419,460,214,303,35,17
1538,Colorado Rockies,0,9,7,7/30/16,6,2,1,0,441,424,222,200,26,26
1539,Chicago White Sox,3,15,6,7/30/16,8,5,1,0,432,429,198,220,27,22
1540,Pittsburgh Pirates,0,8,3,7/30/16,12,5,0,0,433,448,212,226,19,23
1541,St. Louis Cardinals,1,6,0,7/30/16,12,11,0,0,452,392,282,192,36,31
1542,Arizona Diamondbacks,0,10,4,7/30/16,8,2,1,0,476,450,225,237,39,25
1543,Houston Astros,2,5,2,7/30/16,7,3,0,0,427,458,231,233,25,23
1544,Oakland Athletics,0,8,3,7/30/16,12,6,0,0,457,471,220,268,27,23
1545,Seattle Mariners,1,5,4,7/30/16,3,1,1,0,495,472,258,243,31,26
1546,Philadelphia Phillies,0,9,9,7/30/16,14,5,1,0,480,492,221,263,33,24
1547,Boston Red Sox,0,6,2,7/30/16,8,5,0,0,408,343,216,196,22,22
1548,Baltimore Orioles,0,5,1,7/30/16,10,9,0,0,448,430,217,239,25,21
1549,Kansas City Royals,0,5,1,7/30/16,8,2,0,0,440,412,163,224,26,17
1550,New York Yankees,0,5,3,7/30/16,7,6,0,0,444,430,197,233,32,23
1551,Baltimore Orioles,0,8,6,7/31/16,6,2,1,0,453,440,218,248,25,21
1552,Kansas City Royals,0,4,3,7/31/16,9,5,0,0,445,420,164,226,26,17
1553,New York Yankees,0,9,3,7/31/16,6,5,0,0,449,437,200,239,32,23
1554,Washington Nationals,2,3,1,7/31/16,10,3,0,0,456,409,253,187,18,30
1555,Cincinnati Reds,0,9,3,7/31/16,5,2,1,0,424,466,215,305,36,17
1556,Colorado Rockies,0,8,4,7/31/16,6,6,0,0,450,430,229,202,26,27
1557,Chicago White Sox,0,9,4,7/31/16,9,6,0,0,447,437,204,225,30,23
1558,Pittsburgh Pirates,1,5,2,7/31/16,8,4,0,0,441,460,215,231,19,23
1559,St. Louis Cardinals,1,6,4,7/31/16,9,5,0,0,458,404,282,203,37,31
1560,Arizona Diamondbacks,2,3,3,7/31/16,17,14,0,0,486,458,229,239,39,26
1561,Houston Astros,0,7,0,7/31/16,10,11,0,0,432,465,233,236,27,23
1562,Oakland Athletics,0,6,0,7/31/16,10,8,0,0,465,483,223,274,27,23
1563,Seattle Mariners,1,11,6,7/31/16,9,7,0,0,500,475,262,244,32,27
1564,Philadelphia Phillies,0,5,1,7/31/16,6,2,0,0,489,506,230,268,33,25
1565,Boston Red Sox,1,9,5,7/31/16,11,3,1,0,414,351,218,201,22,22
1566,Kansas City Royals,1,9,3,8/1/16,1,0,1,0,449,429,167,231,26,17
1567,Boston Red Sox,0,5,2,8/1/16,4,1,1,0,423,362,223,204,23,23
1568,Milwaukee Brewers,1,6,3,8/1/16,10,7,0,0,391,440,180,230,41,17
1569,New York Yankees,0,7,6,8/1/16,11,5,1,0,458,443,203,244,32,23
1570,Toronto Blue Jays,1,6,1,8/1/16,7,2,0,0,403,396,241,194,19,27
1571,Minnesota Twins,0,19,12,8/1/16,7,5,1,0,420,460,221,252,32,17
1572,Miami Marlins,0,7,0,8/1/16,10,5,0,0,537,440,232,228,30,28
1573,Washington Nationals,0,19,14,8/1/16,5,1,1,0,459,419,254,190,20,30
1574,Miami Marlins,0,9,2,8/2/16,9,3,0,0,544,450,232,233,30,28
1575,Kansas City Royals,2,9,3,8/2/16,9,2,1,0,458,430,170,231,27,18
1576,Boston Red Sox,0,6,4,8/2/16,8,5,0,0,428,366,225,205,23,24
1577,Milwaukee Brewers,0,11,3,8/2/16,6,2,1,0,397,450,183,237,42,17
1578,San Francisco Giants,1,10,8,8/2/16,15,13,0,0,466,416,240,212,40,29
1579,New York Yankees,2,6,1,8/2/16,10,7,0,0,465,454,209,249,32,24
1580,Toronto Blue Jays,0,8,2,8/2/16,7,1,1,0,409,403,242,196,20,27
1581,Chicago White Sox,0,11,5,8/2/16,13,11,0,0,456,446,208,231,30,23
1582,Los Angeles Dodgers,1,5,3,8/2/16,11,7,0,0,476,387,248,223,30,26
1583,Minnesota Twins,0,14,10,8/2/16,13,6,1,0,439,467,233,257,32,18
1584,St. Louis Cardinals,1,10,5,8/2/16,12,7,0,0,464,413,286,208,38,31
1585,Texas Rangers,0,3,1,8/2/16,9,5,0,0,480,464,241,247,35,28
1586,Pittsburgh Pirates,1,5,5,8/2/16,9,3,1,0,446,468,217,235,20,23
1587,Washington Nationals,1,15,10,8/2/16,11,4,1,0,478,424,268,191,20,31
1588,Oakland Athletics,2,9,4,8/2/16,7,5,0,0,471,493,223,282,27,23
1589,Kansas City Royals,3,2,0,8/3/16,14,12,0,0,467,439,173,233,29,19
1590,Boston Red Sox,0,7,1,8/3/16,4,3,0,0,434,374,229,210,23,24
1591,Milwaukee Brewers,2,9,3,8/3/16,14,12,0,0,408,456,186,239,42,18
1592,San Francisco Giants,1,10,4,8/3/16,9,5,0,0,476,431,248,225,41,29
1593,New York Mets,1,10,5,8/3/16,9,9,0,0,423,442,185,178,28,26
1594,Toronto Blue Jays,2,7,3,8/3/16,5,1,1,0,417,410,244,197,20,28
1595,Chicago White Sox,1,6,1,8/3/16,6,2,0,0,467,459,213,242,30,23
1596,Los Angeles Dodgers,0,6,2,8/3/16,17,12,0,0,481,398,251,230,31,26
1597,Minnesota Twins,0,15,13,8/3/16,8,5,1,0,453,480,243,263,32,19
1598,St. Louis Cardinals,0,9,5,8/3/16,10,4,1,0,474,425,291,215,39,31
1599,Miami Marlins,1,11,4,8/3/16,9,5,0,0,553,459,234,236,30,28
1600,Texas Rangers,0,7,2,8/3/16,4,3,0,0,483,473,242,252,35,28
1601,Pittsburgh Pirates,0,4,4,8/3/16,15,8,0,0,451,477,222,238,21,24
1602,Washington Nationals,0,14,8,8/3/16,5,3,1,0,493,435,278,195,21,32
1603,Oakland Athletics,2,13,6,8/3/16,12,8,0,0,480,500,227,287,29,23
1604,Kansas City Royals,1,9,2,8/4/16,4,3,0,0,469,453,173,245,32,19
1605,Boston Red Sox,0,13,3,8/4/16,6,2,1,0,441,378,230,213,23,24
1606,San Francisco Giants,0,8,3,8/4/16,4,2,1,0,486,440,252,230,42,29
1607,New York Mets,0,6,4,8/4/16,9,1,1,0,433,451,190,187,29,26
1608,Toronto Blue Jays,0,8,4,8/4/16,5,1,1,0,424,415,247,198,22,29
1609,Chicago White Sox,0,10,6,8/4/16,9,3,1,0,473,465,214,244,31,23
1610,Los Angeles Dodgers,0,11,4,8/4/16,5,2,1,0,487,415,253,242,31,26
1611,Minnesota Twins,1,7,2,8/4/16,11,9,0,0,468,488,256,268,32,20
1612,St. Louis Cardinals,0,5,0,8/4/16,11,7,0,0,483,435,296,219,39,32
1613,Texas Rangers,0,11,5,8/4/16,9,3,1,0,490,477,244,255,35,28
1614,Pittsburgh Pirates,2,5,2,8/4/16,6,5,0,0,455,492,226,246,21,24
1615,Oakland Athletics,1,11,8,8/4/16,14,6,1,0,493,512,233,295,31,23
1616,San Francisco Giants,1,4,1,8/5/16,6,5,0,0,494,444,255,232,42,30
1617,Minnesota Twins,0,10,6,8/5/16,7,2,1,0,475,499,258,277,33,20
1618,Atlanta Braves,0,3,0,8/5/16,2,1,0,0,417,443,174,232,27,21
1619,Los Angeles Angels of Anaheim,1,3,4,8/5/16,14,6,0,0,515,490,260,240,32,23
1620,Philadelphia Phillies,0,6,5,8/5/16,10,4,1,0,494,512,231,270,33,25
1621,Cincinnati Reds,2,6,2,8/5/16,6,3,0,0,433,471,218,307,36,18
1622,Chicago Cubs,0,11,7,8/5/16,6,2,1,0,500,390,283,214,36,29
1623,Cleveland Indians,0,11,7,8/5/16,16,13,0,0,463,431,237,212,31,30
1624,Boston Red Sox,0,10,9,8/5/16,3,0,1,0,454,384,233,215,23,25
1625,Toronto Blue Jays,2,8,4,8/5/16,8,3,1,0,432,420,251,199,22,30
1626,Texas Rangers,1,3,0,8/5/16,9,5,0,0,501,486,249,258,35,29
1627,New York Mets,0,5,3,8/5/16,8,4,0,0,439,460,194,188,29,27
1628,Miami Marlins,1,8,5,8/5/16,11,3,1,0,564,468,238,241,31,28
1629,Baltimore Orioles,4,16,7,8/5/16,10,5,1,0,461,446,224,250,25,22
1630,Milwaukee Brewers,1,6,2,8/5/16,7,3,0,0,417,470,189,251,44,18
1631,Toronto Blue Jays,0,5,2,8/6/16,11,4,0,0,440,428,255,202,24,31
1632,Texas Rangers,0,13,3,8/6/16,9,2,1,0,504,495,249,263,36,29
1633,New York Mets,0,14,5,8/6/16,10,6,0,0,444,468,197,192,29,27
1634,Miami Marlins,0,10,6,8/6/16,17,12,0,0,572,479,243,244,32,29
1635,Baltimore Orioles,0,6,2,8/6/16,10,4,0,0,477,456,231,255,29,23
1636,Milwaukee Brewers,3,19,15,8/6/16,8,6,1,0,423,477,191,254,45,18
1637,San Francisco Giants,0,14,7,8/6/16,8,1,1,0,498,450,256,237,43,30
1638,Minnesota Twins,2,7,3,8/6/16,10,7,0,0,485,506,264,279,33,21
1639,Atlanta Braves,0,15,13,8/6/16,11,5,1,0,420,445,174,233,27,21
1640,Los Angeles Angels of Anaheim,1,10,6,8/6/16,10,8,0,0,518,504,264,246,33,23
1641,Philadelphia Phillies,0,9,7,8/6/16,14,9,0,0,500,522,236,274,33,26
1642,Cincinnati Reds,1,7,3,8/6/16,9,5,0,0,439,477,220,310,38,18
1643,Chicago Cubs,0,8,4,8/6/16,4,0,1,0,511,396,290,216,36,30
